A,z1,z2,phi,lambda,spinodal,arrest
0.0,0.9,0.5,0.12,2.6532936026310305,2.6532936026310305,2.6532936026310305
0.0,0.9,0.5,0.13,2.663089309684105,2.663089309684105,2.663089309684105
0.0,0.9,0.5,0.14,2.6565391404407626,2.6565391404407626,2.6565391404407626
0.0,0.9,0.5,0.15,2.636719486328125,2.636719486328125,2.636719486328125
0.0,0.9,0.5,0.16,2.6059009078288677,2.6059009078288677,2.6059009078288677
0.0,0.9,0.5,0.17,2.565183721769041,2.565183721769041,2.565183721769041
0.0,0.9,0.5,0.18,2.5158464153594227,2.5158464153594227,2.5158464153594227
0.0,0.9,0.5,0.19,2.460337439146995,2.460337439146995,2.460337439146995
0.0,0.9,0.5,0.2,2.3982615920068024,2.3982615920068024,2.3982615920068024
0.0,0.9,0.5,0.21,2.332315615668356,2.3328858633323746,2.3328858633323746
0.0,0.9,0.5,0.22,2.2627556379976332,2.2633083382023225,2.2633083382023225
0.0,0.9,0.5,0.23,2.189763552900936,2.190833295232592,2.190833295232592
0.0,0.9,0.5,0.24,2.1255552574863654,2.1255552574863654,2.1255552574863654
0.0,0.9,0.5,0.25,2.0447778088837527,2.0447778088837527,2.0447778088837527
0.0,0.9,0.5,0.26,1.96732414188058,1.96732414188058,1.96732414188058
0.0,0.9,0.5,0.27,1.8907676265549687,1.8907676265549687,1.8907676265549687
0.0,0.9,0.5,0.28,1.8128594002571106,1.8128594002571106,1.8128594002571106
0.0,0.9,0.5,0.29,1.730347506652832,1.733874506380926,1.733874506380926
0.0,0.9,0.5,0.3,1.6599299009617396,1.6599299009617396,1.6599299009617396
0.0,0.9,0.5,0.31,1.5785127845923892,1.5831478906354903,1.5831478906354903
0.0,0.9,0.5,0.32,1.504459381515608,1.5096213784337078,1.5096213784337078
0.0,0.9,0.5,0.33,1.4384373983865382,1.4384373983865382,1.4384373983865382
0.0,0.9,0.5,0.34,1.3674304352763615,1.3674304352763615,1.3674304352763615
0.0,0.9,0.5,0.35,1.297760879989624,1.2978413462520244,1.2978413462520244
0.0,0.9,0.5,0.36,1.230469626953125,1.2311721853419584,1.2311721853419584
0.0,0.9,0.5,0.37,1.1650183691168428,1.1661583078341782,1.1661583078341782
0.0,0.9,0.5,0.38,1.1087858627428708,1.1087858627428708,1.1087858627428708
0.0,0.9,0.5,0.39,1.0338562606903254,1.0425061376799605,1.0425061376799605
0.0,0.9,0.5,0.4,0.9885015304688152,0.9885015304688152,0.9885015304688152
0.0,0.9,0.5,0.41,0.9311047254738516,0.9311047254738516,0.9311047254738516
0.0,0.9,0.5,0.42,0.8763339180930367,0.8763339180930367,0.8763339180930367
0.0,0.9,0.5,0.43,0.823975526977539,0.823975526977539,0.8545362255884111
0.0,0.9,0.5,0.44,0.7731185703109471,0.7731185703109471,0.9085772736688817
0.0,0.9,0.5,0.45,0.7247987221665129,0.7247987221665129,0.9681262967450175
0.0,1.0,0.5,0.01,0.4435149450971484,0.4435149450971484,0.4435149450971484
0.0,1.0,0.5,0.02,0.8195123316230774,0.8195123316230774,0.8195123316230774
0.0,1.0,0.5,0.03,1.1352547927246093,1.1352547927246093,1.1352547927246093
0.0,1.0,0.5,0.04,1.3993897694010138,1.3993897694010138,1.3993897694010138
0.0,1.0,0.5,0.05,1.6174927625606959,1.6174927625606959,1.6174927625606959
0.0,1.0,0.5,0.06,1.7960624939106216,1.7960624939106216,1.7960624939106216
0.0,1.0,0.5,0.07,1.9384796137943603,1.9384796137943603,1.9384796137943603
0.0,1.0,0.5,0.08,2.050782044921875,2.050782044921875,2.050782044921875
0.0,1.0,0.5,0.09,2.1354550723444348,2.1354550723444348,2.1354550723444348
0.0,1.0,0.5,0.1,2.1972664052734374,2.1972664052734374,2.1972664052734374
0.0,1.0,0.5,0.11,2.2379475571623395,2.2379475571623395,2.2379475571623395
0.0,1.0,0.5,0.12,2.2627556379976332,2.2627556379976332,2.2627556379976332
0.0,1.0,0.5,0.13,2.2705085854492184,2.2705085854492184,2.2705085854492184
0.0,1.0,0.5,0.14,2.2649675193641996,2.2649675193641996,2.2649675193641996
0.0,1.0,0.5,0.15,2.248370305006377,2.248370305006377,2.248370305006377
0.0,1.0,0.5,0.16,2.221953072153509,2.221953072153509,2.221953072153509
0.0,1.0,0.5,0.17,2.186966723686218,2.186966723686218,2.186966723686218
0.0,1.0,0.5,0.18,2.1454443840446147,2.1454443840446147,2.1454443840446147
0.0,1.0,0.5,0.19,2.097454370536223,2.097454370536223,2.097454370536223
0.0,1.0,0.5,0.2,2.045777211038632,2.045777211038632,2.045777211038632
0.0,1.0,0.5,0.21,1.989301779442368,1.989301779442368,1.989301779442368
0.0,1.0,0.5,0.22,1.9290199376410844,1.9299646063031182,1.9299646063031182
0.0,1.0,0.5,0.23,1.8676765944824218,1.868598378475465,1.868598378475465
0.0,1.0,0.5,0.24,1.8128594002571106,1.8128594002571106,1.8128594002571106
0.0,1.0,0.5,0.25,1.7432288141587227,1.7432288141587227,1.7432288141587227
0.0,1.0,0.5,0.26,1.6780506370806367,1.6780506370806367,1.6780506370806367
0.0,1.0,0.5,0.27,1.6118367953898904,1.6118367953898904,1.6118367953898904
0.0,1.0,0.5,0.28,1.5462361406218943,1.5462361406218943,1.5462361406218943
0.0,1.0,0.5,0.29,1.4747729011582813,1.4783808169904944,1.4783808169904944
0.0,1.0,0.5,0.3,1.415306292240609,1.415306292240609,1.415306292240609
0.0,1.0,0.5,0.31,1.3457252061449902,1.350342564983282,1.350342564983282
0.0,1.0,0.5,0.32,1.2825923608845207,1.2876221309272051,1.2876221309272051
0.0,1.0,0.5,0.33,1.226268029624524,1.226268029624524,1.226268029624524
0.0,1.0,0.5,0.34,1.1655888950862123,1.1655888950862123,1.1655888950862123
0.0,1.0,0.5,0.35,1.1066202673078263,1.1071621948764103,1.1071621948764103
0.0,1.0,0.5,0.36,1.0492400090029763,1.0497538366235597,1.0497538366235597
0.0,1.0,0.5,0.37,0.9933480686340332,0.994651389721184,0.994651389721184
0.0,1.0,0.5,0.38,0.9458461517304778,0.9458461517304778,0.9458461517304778
0.0,1.0,0.5,0.39,0.8818382286359241,0.8887818288614039,0.8887818288614039
0.0,1.0,0.5,0.4,0.8431394893773915,0.8431394893773915,0.8431394893773915
0.0,1.0,0.5,0.41,0.7939026025098561,0.7939026025098561,0.7939026025098561
0.0,1.0,0.5,0.42,0.7474486509842165,0.7474486509842165,0.8059426172838117
0.0,1.0,0.5,0.43,0.702439284248352,0.702439284248352,0.8559661754389752
0.0,1.0,0.5,0.44,0.6591806215820313,0.6591806215820313,0.9106824551403366
0.0,1.0,0.5,0.45,0.6176957929668426,0.6176957929668426,0.9710155770861638
0.0,1.1,0.5,0.01,0.38492298909568784,0.38492298909568784,0.38492298909568784
0.0,1.1,0.5,0.02,0.7107758125504031,0.7107758125504031,0.7107758125504031
0.0,1.1,0.5,0.03,0.9855875446603298,0.9855875446603298,0.9855875446603298
0.0,1.1,0.5,0.04,1.2143068266386439,1.2143068266386439,1.2143068266386439
0.0,1.1,0.5,0.05,1.4041915936097429,1.4041915936097429,1.4041915936097429
0.0,1.1,0.5,0.06,1.5584112204693108,1.5584112204693108,1.5584112204693108
0.0,1.1,0.5,0.07,1.682156257681238,1.682156257681238,1.682156257681238
0.0,1.1,0.5,0.08,1.780171603404397,1.780171603404397,1.780171603404397
0.0,1.1,0.5,0.09,1.853085378900528,1.853085378900528,1.853085378900528
0.0,1.1,0.5,0.1,1.9065865027008053,1.9065865027008053,1.9065865027008053
0.0,1.1,0.5,0.11,1.9423104224476664,1.9423104224476664,1.9423104224476664
0.0,1.1,0.5,0.12,1.9634741944405008,1.9634741944405008,1.9634741944405008
0.0,1.1,0.5,0.13,1.9702116024606398,1.9702116024606398,1.9702116024606398
0.0,1.1,0.5,0.14,1.9663635348777087,1.9663635348777087,1.9663635348777087
0.0,1.1,0.5,0.15,1.9518334084799458,1.9518334084799458,1.9518334084799458
0.0,1.1,0.5,0.16,1.9280780338629393,1.9280780338629393,1.9280780338629393
0.0,1.1,0.5,0.17,1.8981823976394978,1.8981823976394978,1.8981823976394978
0.0,1.1,0.5,0.18,1.8622084509477033,1.8622084509477033,1.8622084509477033
0.0,1.1,0.5,0.19,1.8205681816999726,1.8205681816999726,1.8205681816999726
0.0,1.1,0.5,0.2,1.7749596552457023,1.7749596552457023,1.7749596552457023
0.0,1.1,0.5,0.21,1.726124678063846,1.726124678063846,1.726124678063846
0.0,1.1,0.5,0.22,1.674637192794228,1.6754556855570795,1.6754556855570795
0.0,1.1,0.5,0.23,1.6206581084756873,1.6214498315379617,1.6214498315379617
0.0,1.1,0.5,0.24,1.5730910279021668,1.5730910279021668,1.5730910279021668
0.0,1.1,0.5,0.25,1.5125756257496252,1.5125756257496252,1.5125756257496252
0.0,1.1,0.5,0.26,1.45602177188124,1.45602177188124,1.45602177188124
0.0,1.1,0.5,0.27,1.3987064741034547,1.3987064741034547,1.3987064741034547
0.0,1.1,0.5,0.28,1.3417852215250246,1.3417852215250246,1.3417852215250246
0.0,1.1,0.5,0.29,1.280087299632793,1.2832253788398722,1.2832253788398722
0.0,1.1,0.5,0.3,1.2280663679161072,1.2280663679161072,1.2280663679161072
0.0,1.1,0.5,0.31,1.1678743615471656,1.1718758828125,1.1718758828125
0.0,1.1,0.5,0.32,1.113151157478079,1.1169707903713861,1.1169707903713861
0.0,1.1,0.5,0.33,1.0640767956967874,1.0640767956967874,1.0640767956967874
0.0,1.1,0.5,0.34,1.0114272120555403,1.0114272120555403,1.0114272120555403
0.0,1.1,0.5,0.35,0.9603658417457939,0.9613046148071289,0.9613046148071289
0.0,1.1,0.5,0.36,0.9111752792950449,0.9111752792950449,0.9111752792950449
0.0,1.1,0.5,0.37,0.8626412162478331,0.8634844618160128,0.8634844618160128
0.0,1.1,0.5,0.38,0.8203134179687499,0.8203134179687499,0.8203134179687499
0.0,1.1,0.5,0.39,0.7652917332661793,0.7716085750564335,0.7716085750564335
0.0,1.1,0.5,0.4,0.7312233708038272,0.7312233708038272,0.7312233708038272
0.0,1.1,0.5,0.41,0.6894359362444877,0.6894359362444877,0.7599489660428472
0.0,1.1,0.5,0.42,0.6482472681784108,0.6482472681784108,0.8064716110395872
0.0,1.1,0.5,0.43,0.6092365536146312,0.6092365536146312,0.8570532389561096
0.0,1.1,0.5,0.44,0.5722770581898688,0.5722770581898688,0.9124180383448124
0.0,1.1,0.5,0.45,0.5362281726346015,0.5362281726346015,0.9735081166606449
0.0,1.2,0.5,0.01,0.3385841728995824,0.3385841728995824,0.3385841728995824
0.0,1.2,0.5,0.02,0.6255364919372971,0.6255364919372971,0.6255364919372971
0.0,1.2,0.5,0.03,0.8677860279000427,0.8677860279000427,0.8677860279000427
0.0,1.2,0.5,0.04,1.0687933085350465,1.0687933085350465,1.0687933085350465
0.0,1.2,0.5,0.05,1.236000307637417,1.236000307637417,1.236000307637417
0.0,1.2,0.5,0.06,1.372122267644303,1.372122267644303,1.372122267644303
0.0,1.2,0.5,0.07,1.4813023814356727,1.4813023814356727,1.4813023814356727
0.0,1.2,0.5,0.08,1.566946144980674,1.566946144980674,1.566946144980674
0.0,1.2,0.5,0.09,1.6318240531206971,1.6318240531206971,1.6318240531206971
0.0,1.2,0.5,0.1,1.6788707981935793,1.6788707981935793,1.6788707981935793
0.0,1.2,0.5,0.11,1.710122814512694,1.710122814512694,1.710122814512694
0.0,1.2,0.5,0.12,1.728657715142429,1.728657715142429,1.728657715142429
0.0,1.2,0.5,0.13,1.7347236094837768,1.7347236094837768,1.7347236094837768
0.0,1.2,0.5,0.14,1.730347506652832,1.730347506652832,1.730347506652832
0.0,1.2,0.5,0.15,1.7177029244313247,1.7177029244313247,1.7177029244313247
0.0,1.2,0.5,0.16,1.697896028805259,1.697896028805259,1.697896028805259
0.0,1.2,0.5,0.17,1.671366418980177,1.671366418980177,1.671366418980177
0.0,1.2,0.5,0.18,1.6390236632461548,1.6390236632461548,1.6390236632461548
0.0,1.2,0.5,0.19,1.602373962931633,1.602373962931633,1.602373962931633
0.0,1.2,0.5,0.2,1.5622315993846674,1.5629947799412793,1.5629947799412793
0.0,1.2,0.5,0.21,1.5193670391959568,1.5201092795668392,1.5201092795668392
0.0,1.2,0.5,0.22,1.4740524459061277,1.4747729011582813,1.4747729011582813
0.0,1.2,0.5,0.23,1.426450428399984,1.42784617148061,1.42784617148061
0.0,1.2,0.5,0.24,1.3843640360021592,1.3843640360021592,1.3843640360021592
0.0,1.2,0.5,0.25,1.3318703182498284,1.3318703182498284,1.3318703182498284
0.0,1.2,0.5,0.26,1.2819660955715888,1.2819660955715888,1.2819660955715888
0.0,1.2,0.5,0.27,1.2311721853419584,1.2311721853419584,1.2311721853419584
0.0,1.2,0.5,0.28,1.1809729412015046,1.1809729412015046,1.1809729412015046
0.0,1.2,0.5,0.29,1.1269588763464775,1.1297158919643602,1.1297158919643602
0.0,1.2,0.5,0.3,1.0815003941827397,1.0815003941827397,1.0815003941827397
0.0,1.2,0.5,0.31,1.02780640271189,1.0313331859564898,1.0313331859564898
0.0,1.2,0.5,0.32,0.9798201429288046,0.9836625709402901,0.9836625709402901
0.0,1.2,0.5,0.33,0.9365853789978027,0.9365853789978027,0.9365853789978027
0.0,1.2,0.5,0.34,0.8905211259824634,0.8905211259824634,0.8905211259824634
0.0,1.2,0.5,0.35,0.8456323131744942,0.8456323131744942,0.8456323131744942
0.0,1.2,0.5,0.36,0.8019868260429073,0.8019868260429073,0.8019868260429073
0.0,1.2,0.5,0.37,0.7593128994125373,0.7600551397834195,0.7600551397834195
0.0,1.2,0.5,0.38,0.7219674810643,0.7219674810643,0.7219674810643
0.0,1.2,0.5,0.39,0.6738530895570871,0.6791590115221036,0.6791590115221036
0.0,1.2,0.5,0.4,0.6438115654636025,0.6438115654636025,0.716283930750932
0.0,1.2,0.5,0.41,0.6068567272333241,0.6068567272333241,0.7597049021727142
0.0,1.2,0.5,0.42,0.5706015597055979,0.5706015597055979,0.806684732255581
0.0,1.2,0.5,0.43,0.5367549123319849,0.5367549123319849,0.8578002605253787
0.0,1.2,0.5,0.44,0.511694903298378,0.5036996860593408,0.9137878427577861
0.0,1.2,0.5,0.45,0.5315193295887761,0.4719998989592521,0.9756051993892246
0.0,1.3,0.5,0.01,0.30214406670951843,0.30214406670951843,0.30214406670951843
0.0,1.3,0.5,0.02,0.5576674024228415,0.5576674024228415,0.5576674024228415
0.0,1.3,0.5,0.03,0.7723635726836903,0.7723635726836903,0.7723635726836903
0.0,1.3,0.5,0.04,0.9523628013979121,0.9523628013979121,0.9523628013979121
0.0,1.3,0.5,0.05,1.1006833692197466,1.1006833692197466,1.1006833692197466
0.0,1.3,0.5,0.06,1.2220746396844304,1.2220746396844304,1.2220746396844304
0.0,1.3,0.5,0.07,1.3190891333909704,1.3190891333909704,1.3190891333909704
0.0,1.3,0.5,0.08,1.3959746274743465,1.3959746274743465,1.3959746274743465
0.0,1.3,0.5,0.09,1.4531500682752887,1.4531500682752887,1.4531500682752887
0.0,1.3,0.5,0.1,1.4948963019684331,1.4956269448335202,1.4956269448335202
0.0,1.3,0.5,0.11,1.523089884036578,1.523089884036578,1.523089884036578
0.0,1.3,0.5,0.12,1.5396889563827514,1.5396889563827514,1.5396889563827514
0.0,1.3,0.5,0.13,1.5454811429946376,1.5454811429946376,1.5454811429946376
0.0,1.3,0.5,0.14,1.541709104067835,1.541709104067835,1.541709104067835
0.0,1.3,0.5,0.15,1.5305824665323586,1.5305824665323586,1.5305824665323586
0.0,1.3,0.5,0.16,1.5125756257496252,1.5125756257496252,1.5125756257496252
0.0,1.3,0.5,0.17,1.4885665047059802,1.4885665047059802,1.4885665047059802
0.0,1.3,0.5,0.18,1.4602971981051691,1.4602971981051691,1.4602971981051691
0.0,1.3,0.5,0.19,1.42784617148061,1.42784617148061,1.42784617148061
0.0,1.3,0.5,0.2,1.391859457867355,1.391859457867355,1.391859457867355
0.0,1.3,0.5,0.21,1.3536723963387602,1.3536723963387602,1.3536723963387602
0.0,1.3,0.5,0.22,1.313210402370453,1.3138585317405613,1.3138585317405613
0.0,1.3,0.5,0.23,1.2709302534599054,1.271551431003141,1.271551431003141
0.0,1.3,0.5,0.24,1.2335815222995747,1.2335815222995747,1.2335815222995747
0.0,1.3,0.5,0.25,1.1862016365625783,1.1862016365625783,1.1862016365625783
0.0,1.3,0.5,0.26,1.1417598912193148,1.1417598912193148,1.1417598912193148
0.0,1.3,0.5,0.27,1.0970249012576117,1.0970249012576117,1.0970249012576117
0.0,1.3,0.5,0.28,1.0518283512567124,1.0518283512567124,1.0518283512567124
0.0,1.3,0.5,0.29,1.0044450874118607,1.006414585622472,1.006414585622472
0.0,1.3,0.5,0.3,0.9635685650423972,0.9635685650423972,0.9635685650423972
0.0,1.3,0.5,0.31,0.9156426931037903,0.919247581659317,0.919247581659317
0.0,1.3,0.5,0.32,0.8729107426317357,0.8763339180930367,0.8763339180930367
0.0,1.3,0.5,0.33,0.8348636181085594,0.8348636181085594,0.8348636181085594
0.0,1.3,0.5,0.34,0.7931265501124858,0.7939026025098561,0.7939026025098561
0.0,1.3,0.5,0.35,0.7533340655588954,0.7533340655588954,0.7533340655588954
0.0,1.3,0.5,0.36,0.7142723510484341,0.7149705635128021,0.7149705635128021
0.0,1.3,0.5,0.37,0.6765060505395953,0.6771673457991648,0.6771673457991648
0.0,1.3,0.5,0.38,0.643182844208267,0.643182844208267,0.643182844208267
0.0,1.3,0.5,0.39,0.6001528066592365,0.605469689453125,0.6747504196274086
0.0,1.3,0.5,0.4,0.5734079863621959,0.5734079863621959,0.7153818538325056
0.0,1.3,0.5,0.41,0.5404839438459873,0.5404839438459873,0.7591724952594852
0.0,1.3,0.5,0.42,0.5086908295021058,0.5086908295021058,0.8065876110323209
0.0,1.3,0.5,0.43,0.4908692986101252,0.4785165771484374,0.8582117478557953
0.0,1.3,0.5,0.44,0.511694903298378,0.44879487301497156,0.9147946523987929
0.0,1.3,0.5,0.45,0.5320388978483936,0.42074525595153583,0.9773105959386436
0.0,1.4,0.5,0.01,0.2718383861272633,0.2718383861272633,0.2718383861272633
0.0,1.4,0.5,0.02,0.5017321130669216,0.5017321130669216,0.5017321130669216
0.0,1.4,0.5,0.03,0.695590253736348,0.695590253736348,0.695590253736348
0.0,1.4,0.5,0.04,0.8567384972705752,0.8567384972705752,0.8567384972705752
0.0,1.4,0.5,0.05,0.9904397668030678,0.9904397668030678,0.9904397668030678
0.0,1.4,0.5,0.06,1.0997781117019652,1.0997781117019652,1.0997781117019652
0.0,1.4,0.5,0.07,1.186781402269598,1.186781402269598,1.186781402269598
0.0,1.4,0.5,0.08,1.2559781445956713,1.2559781445956713,1.2559781445956713
0.0,1.4,0.5,0.09,1.3074218606190422,1.3074218606190422,1.3074218606190422
0.0,1.4,0.5,0.1,1.345067793245066,1.3457252061449902,1.3457252061449902
0.0,1.4,0.5,0.11,1.370111669463178,1.3707809956329207,1.3707809956329207
0.0,1.4,0.5,0.12,1.385745216427881,1.385745216427881,1.385745216427881
0.0,1.4,0.5,0.13,1.390500221092094,1.390500221092094,1.390500221092094
0.0,1.4,0.5,0.14,1.387099805104741,1.387099805104741,1.387099805104741
0.0,1.4,0.5,0.15,1.3768517010705883,1.3768517010705883,1.3768517010705883
0.0,1.4,0.5,0.16,1.3603106375594383,1.3603106375594383,1.3603106375594383
0.0,1.4,0.5,0.17,1.339055799472572,1.339055799472572,1.339055799472572
0.0,1.4,0.5,0.18,1.3138585317405613,1.3138585317405613,1.3138585317405613
0.0,1.4,0.5,0.19,1.2844797526217293,1.2844797526217293,1.2844797526217293
0.0,1.4,0.5,0.2,1.2522949271628392,1.2522949271628392,1.2522949271628392
0.0,1.4,0.5,0.21,1.2178771506339359,1.2184721072292626,1.2184721072292626
0.0,1.4,0.5,0.22,1.181549869360372,1.1821273614763839,1.1821273614763839
0.0,1.4,0.5,0.23,1.1434353897035856,1.1439942530416618,1.1439942530416618
0.0,1.4,0.5,0.24,1.1098920985415233,1.1098920985415233,1.1098920985415233
0.0,1.4,0.5,0.25,1.0672064303900133,1.0672064303900133,1.0672064303900133
0.0,1.4,0.5,0.26,1.0273045446050972,1.0273045446050972,1.0273045446050972
0.0,1.4,0.5,0.27,0.9875352542904489,0.9875352542904489,0.9875352542904489
0.0,1.4,0.5,0.28,0.9467752620300293,0.9467752620300293,0.9467752620300293
0.0,1.4,0.5,0.29,0.903772913571488,0.9055450153628047,0.9055450153628047
0.0,1.4,0.5,0.3,0.866937753190463,0.866937753190463,0.866937753190463
0.0,1.4,0.5,0.31,0.823975526977539,0.826723401846179,0.826723401846179
0.0,1.4,0.5,0.32,0.7853902777762002,0.7884702357282637,0.7884702357282637
0.0,1.4,0.5,0.33,0.7511133263742029,0.7511133263742029,0.7511133263742029
0.0,1.4,0.5,0.34,0.7142723510484341,0.7142723510484341,0.7142723510484341
0.0,1.4,0.5,0.35,0.6778299351786161,0.6778299351786161,0.6778299351786161
0.0,1.4,0.5,0.36,0.6425541229529315,0.643182844208267,0.643182844208267
0.0,1.4,0.5,0.37,0.6086415970193044,0.6092365536146312,0.6092365536146312
0.0,1.4,0.5,0.38,0.579089868406415,0.579089868406415,0.63520167624896
0.0,1.4,0.5,0.39,0.5399561284711377,0.544739715057373,0.6732938864931796
0.0,1.4,0.5,0.4,0.5159190060671448,0.5159190060671448,0.7142193292147573
0.0,1.4,0.5,0.41,0.48605301578358023,0.48605301578358023,0.758358478686142
0.0,1.4,0.5,0.42,0.4678354258728027,0.4578218465518952,0.8061849655431241
0.0,1.4,0.5,0.43,0.48991057146440226,0.43005623977164703,0.8582927625445897
0.0,1.4,0.5,0.44,0.5106935453662872,0.4037485182189941,0.9154440098505576
0.0,1.4,0.5,0.45,0.5320388978483936,0.378514298330307,0.9786277608035098
0.0,1.5,0.5,0.01,0.24639763616508245,0.24639763616508245,0.24639763616508245
0.0,1.5,0.5,0.02,0.45514279542499314,0.45514279542499314,0.45514279542499314
0.0,1.5,0.5,0.03,0.631117383927304,0.631117383927304,0.631117383927304
0.0,1.5,0.5,0.04,0.7776842252537283,0.7776842252537283,0.7776842252537283
0.0,1.5,0.5,0.05,0.8993487220025509,0.8993487220025509,0.8993487220025509
0.0,1.5,0.5,0.06,0.9985519794847965,0.9985519794847965,0.9985519794847965
0.0,1.5,0.5,0.07,1.0772757871742136,1.0772757871742136,1.0772757871742136
0.0,1.5,0.5,0.08,1.139525529396968,1.139525529396968,1.139525529396968
0.0,1.5,0.5,0.09,1.186781402269598,1.186781402269598,1.186781402269598
0.0,1.5,0.5,0.1,1.2208565908050537,1.2208565908050537,1.2208565908050537
0.0,1.5,0.5,0.11,1.2432947547586264,1.2439021283564566,1.2439021283564566
0.0,1.5,0.5,0.12,1.2572058837399485,1.2572058837399485,1.2572058837399485
0.0,1.5,0.5,0.13,1.261617443260929,1.261617443260929,1.261617443260929
0.0,1.5,0.5,0.14,1.2585382278104782,1.2585382278104782,1.2585382278104782
0.0,1.5,0.5,0.15,1.2493905234985352,1.2493905234985352,1.2493905234985352
0.0,1.5,0.5,0.16,1.2347873683624286,1.2347873683624286,1.2347873683624286
0.0,1.5,0.5,0.17,1.2154938313567656,1.2154938313567656,1.2154938313567656
0.0,1.5,0.5,0.18,1.1920174823608398,1.1920174823608398,1.1920174823608398
0.0,1.5,0.5,0.19,1.1655888950862123,1.1655888950862123,1.1655888950862123
0.0,1.5,0.5,0.2,1.1361892520978034,1.136744302538496,1.136744302538496
0.0,1.5,0.5,0.21,1.1049997706676673,1.1055395844295959,1.1055395844295959
0.0,1.5,0.5,0.22,1.0719316859209271,1.0724553452692032,1.0724553452692032
0.0,1.5,0.5,0.23,1.0374197574038808,1.0384338519858982,1.0384338519858982
0.0,1.5,0.5,0.24,1.0073983721186817,1.0073983721186817,1.0073983721186817
0.0,1.5,0.5,0.25,0.9692403068971802,0.9692403068971802,0.9692403068971802
0.0,1.5,0.5,0.26,0.9320148952934741,0.9320148952934741,0.9320148952934741
0.0,1.5,0.5,0.27,0.8958356449634783,0.8958356449634783,0.8958356449634783
0.0,1.5,0.5,0.28,0.859271527903115,0.859271527903115,0.859271527903115
0.0,1.5,0.5,0.29,0.8195123316230774,0.8215631107122219,0.8215631107122219
0.0,1.5,0.5,0.3,0.7869302567522319,0.7869302567522319,0.7869302567522319
0.0,1.5,0.5,0.31,0.7481792938493037,0.7503798182429781,0.7503798182429781
0.0,1.5,0.5,0.32,0.7128772898159177,0.7156728831093133,0.7156728831093133
0.0,1.5,0.5,0.33,0.6811532756347656,0.6811532756347656,0.6811532756347656
0.0,1.5,0.5,0.34,0.6476135963620097,0.6476135963620097,0.6476135963620097
0.0,1.5,0.5,0.35,0.6152353134765625,0.6152353134765625,0.6152353134765625
0.0,1.5,0.5,0.36,0.583079653917089,0.5836496232757568,0.5836496232757568
0.0,1.5,0.5,0.37,0.5522278359363907,0.5527702922147979,0.5975321158563532
0.0,1.5,0.5,0.38,0.525133830826832,0.525133830826832,0.6332858154769467
0.0,1.5,0.5,0.39,0.4908692986101252,0.49473440332359075,0.6716039789215623
0.0,1.5,0.5,0.4,0.468750953125,0.468750953125,0.7128029559455764
0.0,1.5,0.5,0.41,0.44700718088531494,0.44178246874911264,0.7572687357198563
0.0,1.5,0.5,0.42,0.46691989862060546,0.4149832252404349,0.8054829726359375
0.0,1.5,0.5,0.43,0.4889140103433132,0.3903674816959891,0.8580495547203709
0.0,1.5,0.5,0.44,0.5096960989886187,0.36668575775748485,0.9157411298309691
0.0,1.5,0.5,0.45,0.5320388978483936,0.3433666349139214,0.9795628660654098
0.0,1.6,0.5,0.01,0.22527792449378964,0.22527792449378964,0.22527792449378964
0.0,1.6,0.5,0.02,0.4157953235285767,0.4157953235285767,0.4157953235285767
0.0,1.6,0.5,0.03,0.5767831688842773,0.5767831688842773,0.5767831688842773
0.0,1.6,0.5,0.04,0.7107758125504031,0.7107758125504031,0.7107758125504031
0.0,1.6,0.5,0.05,0.8215631107122219,0.8215631107122219,0.8215631107122219
0.0,1.6,0.5,0.06,0.9120659677401036,0.9120659677401036,0.9120659677401036
0.0,1.6,0.5,0.07,0.98462505780031,0.98462505780031,0.98462505780031
0.0,1.6,0.5,0.08,1.041488066256445,1.041488066256445,1.041488066256445
0.0,1.6,0.5,0.09,1.0846760843654275,1.0846760843654275,1.0846760843654275
